Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]
liver	Rattus norvegicus	chlorpromazine
liver	Rattus norvegicus	chlorpromazine
liver	Rattus norvegicus	chlorpromazine
liver	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Rattus norvegicus	chlorpromazine
hepatocyte	Homo sapiens	chlorpropamide
hepatocyte	Homo sapiens	chlorpropamide
hepatocyte	Homo sapiens	chlorpropamide
hepatocyte	Homo sapiens	chlorpropamide
hepatocyte	Homo sapiens	chlorpropamide
hepatocyte	Homo sapiens	chlorpropamide
hepatocyte	Homo sapiens	chlorpropamide
hepatocyte	Homo sapiens	chlorpropamide
hepatocyte	Homo sapiens	chlorpropamide
hepatocyte	Homo sapiens	chlorpropamide
hepatocyte	Homo sapiens	chlorpropamide
hepatocyte	Homo sapiens	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
liver	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Rattus norvegicus	chlorpropamide
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
hepatocyte	Homo sapiens	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
liver	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Rattus norvegicus	cimetidine
hepatocyte	Homo sapiens	ciprofloxacin
hepatocyte	Homo sapiens	ciprofloxacin
hepatocyte	Homo sapiens	ciprofloxacin
hepatocyte	Homo sapiens	ciprofloxacin
hepatocyte	Homo sapiens	ciprofloxacin
hepatocyte	Homo sapiens	ciprofloxacin
hepatocyte	Homo sapiens	ciprofloxacin
hepatocyte	Homo sapiens	ciprofloxacin
hepatocyte	Homo sapiens	ciprofloxacin
hepatocyte	Homo sapiens	ciprofloxacin
hepatocyte	Homo sapiens	ciprofloxacin
hepatocyte	Homo sapiens	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
kidney	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
hepatocyte	Rattus norvegicus	ciprofloxacin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
liver	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
kidney	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Rattus norvegicus	cisplatin
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
hepatocyte	Homo sapiens	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
liver	Rattus norvegicus	clofibrate
